zip,total_education_count,hs_diploma,some_college,associates,bachelors,advanced_degree
3062,18984,3881,3836,1829,4624,3194
3063,11024,2344,1781,1027,3306,1855
3064,10007,2506,2091,986,2025,1199
3070,3648,864,696,537,963,370
3071,3436,903,649,328,667,541
3076,8789,2919,1730,841,1829,794
3077,7124,2557,1455,574,1269,439
3079,20425,6701,3939,1818,4558,1791
3082,1165,336,159,142,292,148
3084,1159,386,250,74,231,125
3086,2698,825,645,347,488,268
3087,9297,1907,1363,860,2687,1944
3101,2187,583,382,176,422,322
3102,21492,6975,4712,1791,3573,1308
3103,24382,8752,4206,2377,3372,1287
3104,23127,6536,4123,1932,5263,3036
3106,9285,2648,1802,985,2372,910
3109,7255,2484,1545,781,1384,713
3110,14355,2432,1852,1150,4973,3335
3215,196,30,35,4,66,60
3216,1567,612,232,140,289,165
3217,1378,424,302,142,279,105
3218,679,339,125,50,116,11
3220,4824,1677,1036,557,595,251
3221,1721,491,330,126,401,235
3222,4059,1560,815,431,636,245
3223,2606,691,585,173,473,511
3224,1683,328,254,192,493,359
3225,2786,868,595,430,512,205
3226,806,177,153,82,231,138
3227,842,174,183,41,231,197
3229,3749,749,467,345,1297,809
3230,992,304,249,101,123,78
3231,270,105,33,19,19,70
3233,96,18,0,0,61,17
3234,3569,1267,666,421,669,233
3235,5991,2256,1233,578,737,311
3237,1581,392,480,105,284,200
3238,62,25,21,4,9,0
3240,943,375,134,117,153,73
3241,680,202,144,43,135,92
3242,2680,544,426,282,626,592
3243,833,416,174,61,70,43
3244,5613,1721,1183,562,885,452
3245,1454,321,227,112,365,354
3246,11574,3906,2390,1041,1859,1005
3249,5394,1471,795,649,1247,884
3251,924,439,180,59,92,45
3253,4595,1213,980,462,915,682
3254,3292,827,612,288,923,575
3255,1350,329,209,174,343,239
3256,1573,415,264,212,292,272
3257,2932,256,454,231,1026,848
3258,1899,520,310,256,464,193
3259,254,48,20,27,77,68
3260,571,74,55,63,195,177
3261,3051,1027,666,256,589,346
3262,771,249,195,29,162,69
3263,2726,970,571,231,404,174
3264,3548,956,598,305,642,648
3266,1692,664,272,153,289,157
3268,920,362,218,89,148,79
3269,2351,610,426,362,493,336
3273,256,30,40,21,87,65
3275,7856,3112,1588,855,1104,607
3276,6082,2221,1143,649,921,452
3278,2123,505,456,257,520,277
3279,460,202,77,26,80,17
3280,809,283,164,86,123,94
3281,5847,1619,1200,786,1409,544
3282,665,268,144,80,68,33
3284,746,234,162,70,153,91
3285,1992,494,327,111,548,324
3287,930,204,196,84,209,201
3290,3498,841,666,488,777,559
3291,21,11,5,0,0,0
3293,72,25,16,9,15,7
3301,22752,5790,4816,2006,4765,3580
3303,11331,3502,2603,1325,1974,948
3304,5223,1057,770,563,1486,1081
3307,3780,1691,725,275,670,224
3431,16063,4513,3178,1146,3556,2562
3440,1938,757,475,178,256,128
3441,320,138,70,30,7,34
3442,909,331,235,59,138,80
3443,589,231,101,0,179,78
3444,1190,419,124,103,250,220
3445,503,200,64,22,93,62
3446,4353,1690,638,350,739,437
3447,1834,767,325,185,265,139
3448,498,191,86,37,78,51
3449,1298,187,190,93,427,366
3450,733,152,136,43,220,168
3451,2951,1252,665,349,195,115
3452,3856,1310,916,314,524,272
3455,1399,422,255,154,272,151
3456,572,222,107,64,80,52
3457,489,107,85,33,147,110
3458,5085,1076,629,308,1611,1336
3461,3300,1185,734,286,608,239
3462,1338,262,193,110,410,273
3464,826,231,189,71,194,123
3465,1572,628,322,115,290,78
3466,846,323,157,73,169,104
3467,1478,475,235,118,295,277
3470,3540,1707,536,174,447,223
3561,4332,1456,867,364,616,361
3570,7333,3178,1383,792,622,169
3574,1828,490,384,198,386,172
3575,69,7,24,4,22,12
3576,2549,984,448,181,368,227
3579,398,180,63,53,31,15
3580,1144,184,193,80,407,260
3581,2318,851,393,330,342,219
3582,1734,736,354,191,185,48
3583,739,258,129,69,125,82
3584,2618,908,556,309,312,304
3585,1907,709,441,124,254,103
3586,490,99,111,58,131,85
3588,1278,468,204,165,168,107
3590,696,229,108,69,59,21
3592,1027,440,220,110,101,61
3593,353,84,47,48,100,61
3595,599,205,149,53,84,60
3597,293,138,52,23,7,3
3598,2438,901,521,215,285,140
3601,346,165,70,36,40,10
3602,1886,615,305,152,378,304
3603,4131,1805,770,469,479,112
3604,243,95,14,27,69,38
3605,801,357,127,62,115,34
3607,252,123,42,11,40,25
3608,1587,526,310,106,455,143
3609,648,279,207,58,48,7
3740,524,185,97,33,93,63
3741,3118,1132,582,301,518,281
3743,9607,4264,1764,579,1359,389
3745,1003,234,199,105,224,173
3746,138,46,25,18,31,15
3748,3540,1003,454,298,813,699
3750,696,45,135,71,183,225
3751,494,203,83,26,76,106
3752,621,211,86,59,121,39
3753,2168,482,268,164,619,561
3754,115,0,0,0,63,0
3755,4714,246,412,97,1670,2158
3765,404,123,92,47,121,7
3766,7043,1610,895,620,1567,1697
3768,1249,150,126,97,364,487
3770,327,66,46,18,104,81
3771,629,232,130,62,100,59
3773,5649,2333,945,538,717,474
3774,1344,440,364,86,170,83
3777,1126,333,201,78,249,212
3779,597,210,92,51,111,97
3780,311,129,78,61,30,6
3781,1428,322,237,134,300,367
3782,2222,306,422,174,830,460
3784,2725,867,558,171,624,434
3785,1946,857,370,129,257,63
3801,16861,3113,2515,1253,5740,3499
3809,2587,714,603,290,650,205
3810,1210,213,317,322,183,128
3811,4801,1072,936,734,1469,434
3812,584,177,81,116,114,96
3813,2511,667,610,328,568,199
3814,1745,670,391,102,152,132
3816,868,208,239,79,209,110
3817,531,287,35,11,86,54
3818,2832,1028,571,275,452,117
3819,2850,1058,490,265,588,271
3820,20674,4137,4320,2101,4770,3424
3823,1170,217,143,146,321,297
3824,4546,363,550,143,1450,1999
3825,6082,1568,1081,644,1798,703
3826,1810,513,382,211,306,307
3827,2286,648,484,185,552,297
3830,1437,555,234,146,212,75
3832,298,68,41,47,91,46
3833,14796,3340,2327,1558,3973,2974
3835,4662,1783,897,615,554,200
3836,915,324,167,100,185,75
3837,1062,287,175,166,240,152
3838,921,193,86,54,244,312
3839,2660,969,478,375,346,236
3840,2748,460,530,212,773,724
3841,4353,1182,802,517,974,635
3842,11131,2666,1982,807,3091,2156
3844,1675,367,229,131,560,361
3845,685,120,108,70,257,88
3846,789,98,138,66,323,161
3847,245,68,37,42,35,63
3848,4486,1440,1009,496,967,314
3849,1019,419,174,86,236,68
3850,251,72,117,21,25,16
3851,2702,1198,489,349,317,108
3852,407,113,75,63,87,21
3853,526,110,84,42,168,105
3854,802,63,114,85,235,300
3855,1880,577,433,201,379,191
3856,1079,197,201,73,333,250
3857,6014,1330,1142,571,1608,1013
3858,3119,780,903,380,588,316
3860,2627,747,692,264,511,300
3861,3143,465,397,434,1082,673
3862,3258,628,545,322,982,646
3864,1068,480,124,149,161,42
3865,5302,2212,947,629,669,515
3867,14508,5766,2954,1336,2265,779
3868,4121,1701,851,382,548,98
3869,1558,388,315,112,447,198
3870,4153,843,761,357,1148,886
3871,23,12,0,0,0,0
3872,2801,851,688,297,398,334
3873,3971,1359,946,516,821,153
3874,6848,2762,1935,536,651,172
3875,962,377,219,44,108,152
3878,7878,2793,1579,881,1491,486
3882,1040,391,202,156,141,29
3883,98,41,0,30,8,19
3884,2771,514,799,251,777,345
3885,5179,826,734,478,1802,1228
3886,1777,720,424,124,205,165
3887,1373,542,349,167,96,61
3890,282,174,56,43,9,0
3894,4821,958,1033,563,1210,732
3901,5168,1625,1325,374,1038,419
3902,1923,520,279,143,723,197
3903,4545,1245,1077,412,1016,542
3904,5891,1663,1244,588,1316,689
3905,1270,254,296,98,274,282
3906,3403,1185,715,309,586,253
3907,975,190,170,68,259,275
3908,4775,1214,960,483,1321,579
3909,7539,1480,1509,697,2300,1374
3910,308,143,61,16,88,0
3911,109,0,54,0,55,0
4001,1838,572,588,189,313,103
4002,5539,2158,1233,618,658,411
4003,405,99,33,19,133,79
4005,15293,5639,3032,1525,2494,1022
4006,99,7,12,5,49,26
4008,2018,619,454,143,498,223
4009,3553,1257,687,280,635,410
4010,945,373,202,51,190,38
4011,14091,3541,2761,1057,3101,2610
4015,2779,846,778,146,503,146
4017,364,88,58,9,104,97
4019,0,0,0,0,0,0
4020,944,316,226,92,148,71
4021,3981,594,515,343,1408,1054
4022,831,266,171,64,174,93
4024,432,190,87,41,72,19
4027,4173,1721,847,591,321,136
4029,1234,437,253,107,261,70
4030,1790,633,621,125,133,126
4032,5726,1146,1055,474,1454,1292
4037,2664,1056,479,187,375,303
4038,10703,2485,1901,1151,3231,1523
4039,4792,1556,972,594,1171,268
4040,2519,761,583,266,445,250
4041,1112,489,264,109,81,75
4042,3216,1212,562,541,433,144
4043,8147,1927,1057,711,2420,1809
4046,5486,1517,984,355,1335,922
4047,1211,533,247,114,122,65
4048,1825,636,503,128,267,129
4049,2614,1095,448,248,387,113
4050,210,60,43,23,58,24
4051,843,315,147,73,173,100
4055,2766,1119,652,271,442,139
4056,161,80,50,6,15,3
4057,0,0,0,0,0,0
4061,2108,696,470,372,313,151
4062,12182,4165,2244,1356,2616,925
4063,295,58,70,20,72,71
4064,6779,2396,1362,635,1369,445
4066,438,73,111,29,77,148
4068,1218,626,185,58,129,78
4069,1054,339,153,67,253,159
4071,3685,1078,867,370,791,397
4072,13437,4307,2531,1245,2798,1389
4073,11077,4001,2285,1085,1573,633
4074,13626,2802,2489,1363,4160,2151
4076,2003,919,374,324,176,78
4079,2926,593,613,270,763,618
4083,3163,1171,636,276,476,181
4084,5262,1509,1215,622,1224,405
4085,1543,681,273,124,209,130
4086,6367,1796,1276,498,1608,923
4087,1130,338,330,145,58,161
4088,1161,572,171,101,99,75
4090,7330,2011,1740,852,1400,820
4091,668,231,141,66,97,48
4092,12891,4387,2434,1337,2546,891
4093,5819,2197,1119,698,1010,363
4095,1075,496,237,118,95,31
4096,6139,906,783,677,2137,1455
4097,2472,412,448,233,816,487
4101,12159,2825,2072,674,3430,1919
4102,12710,2300,2412,937,3516,2366
4103,21954,4346,4126,2001,6254,3682
4105,8333,948,1198,593,3092,2422
4106,18032,4465,3714,1803,4958,2247
4107,6433,775,957,618,2279,1718
4108,712,86,110,30,218,236
4109,79,0,4,0,65,10
4110,967,68,147,15,413,312
4210,15909,5534,3257,1555,2673,1289
4216,316,133,54,42,64,5
4217,2062,681,393,99,501,245
4219,1091,470,229,105,107,81
4220,2267,1110,391,149,308,129
4221,872,385,150,75,138,32
4222,2740,820,441,238,744,290
4224,2020,964,458,138,204,58
4226,124,59,24,19,16,2
4227,42,21,0,14,0,0
4228,54,0,0,0,0,0
4231,223,96,43,17,29,29
4234,58,0,14,38,6,0
4236,3141,1030,648,360,491,282
4237,119,35,14,18,34,7
4238,990,415,187,74,151,66
4239,3394,1477,926,285,263,192
4240,24310,9335,5542,2180,2473,1347
4250,2958,1296,589,399,301,85
4252,3166,1094,786,372,540,212
4253,1454,562,361,138,161,95
4254,2073,1047,298,144,181,36
4255,652,251,108,78,96,46
4256,2098,1115,299,185,183,78
4257,1927,971,445,158,140,4
4258,1774,714,325,204,285,124
4259,2202,736,438,287,278,315
4260,3829,1135,874,526,755,265
4261,297,107,66,19,50,34
4263,1408,580,347,143,204,22
4265,687,203,117,157,96,24
4267,42,24,3,0,7,0
4268,3821,1848,799,250,402,181
4270,4595,1978,828,323,546,360
4271,0,0,0,0,0,0
4274,3775,1390,869,420,534,243
4275,337,166,77,40,20,12
4276,4008,1881,691,305,379,180
4280,4893,2137,718,339,723,240
4281,4007,1884,718,254,461,155
4282,4058,1338,850,643,584,301
4284,819,191,121,130,206,132
4285,407,156,65,41,103,22
4286,144,35,62,0,0,47
4287,2160,886,580,158,302,131
4289,1284,641,292,90,115,59
4290,968,484,188,78,82,71
4292,773,370,136,60,87,74
4294,2904,1316,500,242,358,320
4330,18656,6660,4143,1424,2820,1401
4342,1268,463,224,102,245,121
4343,79,0,0,0,33,46
4344,1943,661,415,69,397,226
4345,8658,3167,1950,1069,1158,647
4346,1306,586,318,78,128,50
4347,1816,428,300,170,439,375
4348,2228,807,452,212,355,182
4349,860,329,117,87,122,108
4350,2621,1150,579,189,307,131
4351,1848,523,260,180,521,267
4352,1147,344,298,113,165,151
4353,1771,663,317,181,259,129
4354,1092,407,262,74,185,96
4355,1936,480,331,199,478,357
4357,2534,805,665,225,403,172
4358,2962,1261,725,276,356,109
4359,360,160,112,41,28,0
4360,444,190,78,44,69,38
4363,1804,751,368,203,250,78
4364,4219,1349,1029,447,735,491
4401,30168,9399,6484,3142,4987,3342
4406,558,259,116,54,66,23
4408,120,43,20,27,14,6
4410,796,269,174,107,119,41
4411,1072,505,152,99,127,76
4412,6876,1974,1349,889,1529,632
4413,134,68,27,4,8,3
4414,865,397,185,89,57,24
4415,168,92,23,43,0,10
4416,4042,1706,904,337,677,225
4417,214,96,42,26,17,5
4418,1242,563,305,99,101,17
4419,2003,873,436,216,186,121
4421,554,71,105,25,155,183
4422,861,415,195,72,76,32
4424,597,286,63,25,62,33
4426,3537,1126,743,431,621,246
4427,1933,858,405,207,174,89
4428,2419,944,592,264,264,172
4429,3366,1018,750,395,759,348
4430,1324,611,327,84,127,31
4431,38,10,0,5,18,5
4434,950,415,168,99,107,43
4435,719,289,110,97,95,31
4438,862,360,147,92,125,56
4441,1539,501,355,102,296,157
4442,56,2,4,0,26,24
4443,1775,831,353,186,132,44
4444,6142,1661,1020,794,1548,960
4448,1143,505,191,116,145,22
4449,1044,390,189,146,106,62
4450,1017,384,255,118,138,29
4451,139,66,24,1,3,5
4453,598,281,97,46,60,39
4454,28,10,11,0,0,0
4455,832,384,113,80,121,28
4456,2093,822,521,199,315,68
4457,4026,1620,906,380,325,123
4459,658,330,131,58,38,18
4460,899,414,217,95,69,8
4461,2322,840,621,183,362,144
4462,3662,1639,729,461,250,173
4463,2034,904,423,178,160,98
4464,540,223,99,39,73,33
4468,6374,2118,1340,799,921,579
4469,69,0,43,16,6,4
4471,472,216,120,21,56,24
4472,1611,538,301,221,277,152
4473,4166,782,549,190,1176,1220
4474,2807,1030,410,358,583,337
4475,342,149,97,16,27,0
4476,938,249,194,79,161,164
4478,260,82,77,41,26,11
4479,1078,581,205,52,105,33
4481,443,151,93,45,66,27
4485,219,97,46,14,28,16
4487,673,347,102,46,42,22
4488,896,354,211,86,123,32
4489,271,34,57,16,94,70
4490,184,80,35,16,18,11
4491,82,35,22,3,6,0
4492,131,42,43,9,13,0
4493,1537,734,273,205,111,49
4495,381,171,69,40,28,4
4496,2656,717,567,297,591,397
4497,307,141,66,20,17,7
4530,7882,2278,1876,612,1563,1006
4535,483,156,97,46,96,64
4537,1569,501,397,205,270,141
4538,1645,480,383,98,321,245
4539,1001,405,203,56,194,107
4541,109,15,29,14,0,51
4543,1496,330,337,85,299,287
4544,552,45,90,91,180,141
4547,838,304,162,89,130,60
4548,814,210,148,48,190,161
4551,638,161,113,39,147,129
4553,1312,348,230,84,325,267
4554,716,301,140,74,133,27
4555,1299,345,277,129,293,184
4556,853,209,167,99,183,145
4558,243,74,66,28,39,36
4562,1654,555,283,186,308,183
4563,933,421,163,52,131,70
4564,377,108,26,21,160,50
4568,412,90,83,41,107,72
4570,0,0,0,0,0,0
4571,265,86,19,33,56,71
4572,3404,1353,623,246,480,346
4573,392,94,78,32,139,42
4574,1092,520,191,40,154,81
4575,48,0,5,0,12,31
4576,551,108,118,42,153,100
4578,3279,1151,759,174,676,276
4579,2205,984,380,134,429,174
4605,9954,3434,2123,954,1940,931
4606,907,353,213,67,142,41
4607,833,293,199,63,94,64
4609,3683,778,523,284,1168,749
4611,367,162,63,19,42,11
4612,376,108,102,12,73,16
4613,133,72,18,4,10,16
4614,1940,718,335,150,331,345
4616,702,142,162,39,189,118
4617,631,137,96,49,175,136
4619,2254,784,463,250,236,153
4622,1011,408,181,62,122,56
4623,882,368,148,56,153,34
4624,117,54,12,12,23,16
4625,35,9,5,1,8,4
4626,300,107,57,25,60,16
4627,1285,485,195,42,270,139
4628,484,230,100,26,64,31
4629,202,0,0,0,152,50
4630,905,312,205,61,190,47
4631,1150,379,261,78,213,130
4634,1417,696,229,116,155,68
4635,31,19,10,0,2,0
4637,129,51,22,9,25,16
4640,1673,714,307,108,251,180
4642,70,39,6,0,14,11
4643,736,367,118,43,83,49
4644,0,0,0,0,0,0
4645,36,11,0,0,9,10
4646,62,20,13,2,19,7
4648,351,150,68,25,55,26
4649,967,413,175,71,115,74
4650,138,40,34,17,9,22
4652,1523,580,353,90,182,143
4653,386,134,105,19,70,38
4654,2205,797,493,162,371,187
4655,932,371,207,41,130,65
4657,240,84,70,34,27,14
4658,1086,453,168,88,156,73
4660,1060,236,157,51,279,316
4662,447,120,142,28,88,69
4664,828,320,150,81,110,61
4666,891,313,192,81,119,63
4667,1055,328,278,96,155,64
4668,1058,348,316,123,93,18
4669,131,36,14,0,26,46
4671,417,179,116,51,25,26
4673,70,15,16,10,10,8
4674,465,233,85,11,89,39
4675,318,117,45,0,68,87
4676,786,264,127,39,226,71
4677,231,66,49,21,47,31
4679,1403,401,314,90,295,195
4680,720,270,105,34,83,70
4681,975,358,191,41,148,93
4683,6,0,0,0,0,6
4684,1299,309,291,102,327,184
4685,219,77,28,23,32,36
4686,77,29,19,1,9,6
4691,354,108,81,21,74,53
4693,357,134,80,32,61,20
4694,1696,671,391,177,215,85
4730,7293,2880,1507,912,832,293
4732,1325,549,234,136,94,34
4733,255,97,53,79,9,7
4734,594,231,125,82,82,17
4735,434,169,120,44,27,19
4736,7042,2334,1550,695,875,397
4739,750,295,127,58,82,27
4740,834,260,234,79,114,45
4741,0,0,0,0,0,0
4742,2391,992,522,178,219,106
4743,3227,1143,617,227,581,227
4745,812,361,128,97,86,43
4746,390,176,72,18,26,11
4747,1098,471,227,100,141,58
4750,1430,532,285,123,167,87
4756,2606,1222,530,90,333,67
4757,2026,710,415,260,306,132
4758,1096,426,224,149,144,37
4760,495,220,98,67,30,7
4761,368,149,76,41,44,14
4762,499,143,84,62,82,65
4763,477,209,110,43,47,22
4764,48,25,8,3,8,0
4765,1041,540,178,79,81,53
4766,310,142,48,33,31,18
4768,369,122,102,20,39,22
4769,6525,2395,1519,636,809,477
4772,543,249,75,35,47,45
4773,528,236,43,110,65,11
4774,520,222,91,35,46,7
4776,720,305,191,66,58,31
4777,278,121,64,26,16,8
4779,236,114,49,9,25,12
4780,451,154,79,35,42,26
4781,402,152,50,29,70,26
4783,322,97,55,36,82,21
4785,1999,822,457,107,179,66
4786,1348,560,311,139,149,39
4787,540,304,82,29,50,4
4841,5478,2022,970,312,1225,548
4843,3956,623,937,449,1102,690
4847,1123,376,244,92,243,135
4848,553,136,142,21,130,100
4849,2961,942,564,252,607,469
4851,32,3,2,2,16,4
4852,34,9,8,6,6,5
4853,320,97,40,14,106,56
4854,1266,496,183,139,264,97
4855,248,55,46,7,55,58
4856,2371,746,458,166,587,318
4858,1109,454,179,114,195,101
4859,337,96,47,61,91,21
4860,1421,416,227,135,333,221
4861,2113,817,317,217,438,192
4862,2653,1134,434,246,428,225
4863,910,392,141,51,151,68
4864,3452,1567,929,198,421,67
4901,17645,6387,3879,1464,2225,1832
4910,1261,583,191,154,178,58
4911,1500,741,326,64,124,41
4912,740,299,146,83,94,20
4915,6275,1969,1048,412,1303,873
4917,2040,496,488,228,385,340
4918,252,28,50,93,54,26
4920,1350,565,246,131,142,29
4921,1058,450,222,121,135,35
4922,819,433,99,84,77,15
4923,417,205,45,51,17,7
4924,1607,531,434,155,195,89
4925,92,32,13,14,13,18
4926,15,15,0,0,0,0
4927,2457,1130,419,317,135,109
4928,1473,650,249,99,197,64
4929,686,367,126,44,57,11
4930,3151,1512,502,334,316,105
4932,865,305,200,81,120,71
4933,39,19,20,0,0,0
4936,144,69,22,13,14,15
4937,4468,1639,1018,584,579,324
4938,6488,2037,1336,465,1320,731
4939,818,359,164,74,79,46
4940,31,31,0,0,0,0
4941,1097,382,200,99,273,79
4942,878,381,162,56,86,32
4943,1347,603,234,156,76,70
4944,60,60,0,0,0,0
4945,812,352,165,44,127,19
4947,1262,319,265,126,304,213
4949,559,214,118,35,116,46
4950,3451,1589,633,347,316,82
4951,700,283,128,50,131,68
4952,1376,542,313,122,160,101
4953,2275,900,485,196,306,117
4955,961,401,189,80,144,73
4956,501,183,87,32,80,43
4957,3287,1348,629,277,372,156
4958,1551,660,321,169,163,21
4961,748,353,168,45,71,49
4962,128,49,31,28,10,10
4963,5310,1976,954,803,631,533
4964,166,36,43,29,28,28
4965,1486,730,194,158,174,85
4966,1312,607,250,108,139,80
4967,2809,1068,613,260,419,154
4969,941,327,241,178,63,34
4970,1250,419,288,103,254,115
4971,1367,561,269,209,107,32
4973,1150,409,271,97,274,34
4974,1954,661,358,185,337,186
4975,131,51,39,0,41,0
4976,6987,2919,1344,587,718,445
4978,572,259,93,64,80,35
4979,757,285,283,37,61,47
4981,1708,581,338,210,298,192
4982,361,202,40,10,28,3
4983,1129,471,189,141,157,46
4984,415,162,75,34,75,40
4985,73,24,11,3,25,7
4986,1199,596,193,110,144,52
4987,688,283,126,77,80,36
4988,1363,537,227,100,174,150
4989,2811,1146,644,257,282,262
4992,151,26,79,46,0,0
5001,6774,2177,1175,552,1310,1100
5031,111,7,19,0,40,26
5032,1866,708,393,135,281,238
5033,1770,541,323,237,325,206
5034,225,72,104,8,27,10
5035,447,162,81,59,73,30
5036,748,231,133,96,122,126
5037,395,90,64,44,52,130
5038,1052,351,148,132,214,99
5039,787,278,163,51,154,67
5040,376,107,67,45,60,41
5041,215,132,8,30,38,0
5042,332,159,33,9,50,40
5043,543,98,87,94,130,105
5045,1447,400,228,124,294,314
5046,794,259,189,94,108,39
5048,1798,633,350,149,258,334
5050,97,42,0,0,3,8
5051,1141,328,227,115,268,122
5052,144,97,11,28,0,8
5053,343,104,34,21,136,45
5055,2498,162,313,38,827,1113
5056,325,62,71,24,116,43
5058,175,54,45,16,23,25
5059,469,118,86,55,84,126
5060,3484,1092,547,272,680,538
5061,828,273,80,94,203,150
5062,549,185,106,64,132,57
5065,726,263,100,48,119,124
5067,219,43,35,9,74,55
5068,2202,776,379,111,486,345
5069,463,215,88,38,68,27
5070,333,60,40,10,122,94
5071,173,86,0,46,31,10
5072,405,92,87,28,101,81
5075,838,156,80,69,235,278
5076,275,128,44,25,39,10
5077,871,314,156,89,165,114
5079,468,119,82,46,111,62
5081,393,128,76,44,53,25
5083,99,53,6,0,17,9
5084,164,29,37,3,37,3
5086,565,287,116,25,59,37
5089,3578,1416,483,355,623,343
5091,2795,537,428,215,768,768
5101,3255,1284,830,148,382,188
5141,74,32,31,0,2,2
5142,564,196,103,22,80,115
5143,3278,1307,581,252,443,392
5146,548,173,80,52,111,93
5148,848,219,153,66,228,115
5149,1723,482,384,102,374,219
5150,738,279,236,26,67,35
5151,928,421,177,52,169,66
5152,316,97,54,23,97,30
5153,617,231,146,41,104,26
5154,417,101,77,4,125,60
5155,486,144,40,50,114,71
5156,6800,2872,1286,715,893,361
5158,703,296,135,60,67,95
5161,471,142,54,18,140,89
5201,9996,3353,2173,654,1717,922
5250,2767,750,486,272,646,455
5251,1087,193,209,113,336,210
5252,221,98,40,21,20,23
5253,468,95,101,47,127,82
5254,204,0,37,16,96,55
5255,2935,832,571,190,776,411
5257,1440,374,320,105,284,203
5260,240,102,72,0,23,0
5261,2158,790,521,158,268,136
5262,1870,594,289,247,344,297
5301,12126,3704,2004,647,2333,2304
5340,508,102,47,59,163,104
