zip,science_and_eng_field,science_and_eng_related_field,business_field,education_field,arts_humanities_field
75062,2605,499,1681,788,1779
75063,7299,1160,4142,846,2992
75065,533,228,572,298,575
75067,3915,996,3382,1249,3344
75068,2871,521,2621,643,1550
75069,2137,539,1879,1087,1227
75070,9078,2389,7692,3142,4697
75071,3674,741,3128,1540,2115
75074,3317,1061,1958,1255,1869
75075,4155,1069,2818,1344,2287
75076,294,55,406,241,268
75077,3287,968,3128,1331,2492
75078,1053,171,1217,544,652
75080,5908,1029,3362,1505,3565
75081,4485,764,2187,922,2027
75082,4304,1038,2479,716,1446
75087,2087,658,1975,1638,1545
75088,1458,465,1707,794,997
75089,1626,679,1658,737,1199
75090,409,200,348,338,449
75092,1234,359,859,918,779
75093,8399,1402,6746,1590,3289
75094,2696,989,1692,427,816
75098,3563,1127,2740,1357,1729
75101,4,6,0,0,0
75102,9,17,31,9,10
75103,310,171,222,374,310
75104,2500,1057,2195,1114,1843
75105,5,0,4,8,0
75109,212,22,86,133,113
75110,730,322,670,772,656
75114,159,27,110,205,75
75115,2287,1003,2816,1715,1893
75116,821,222,612,343,623
75117,73,31,96,46,94
75119,508,173,484,501,417
75124,152,29,56,153,69
75125,112,0,126,93,44
75126,1321,577,1625,1287,1286
75127,7,14,33,44,18
75132,152,0,36,0,36
75134,485,228,532,210,698
75135,189,41,102,118,129
75137,970,457,1126,689,738
75140,279,23,125,171,77
75141,82,23,83,0,113
75142,401,154,334,336,255
75143,429,132,343,262,317
75144,57,47,61,140,38
75146,509,228,606,352,545
75147,176,38,123,260,226
75148,194,23,189,254,102
75149,1383,654,1274,637,1050
75150,1465,866,1671,1064,1209
75152,53,21,63,83,74
75153,21,0,0,27,35
75154,1262,467,1434,984,1164
75155,49,8,13,28,33
75156,363,170,533,264,337
75157,1,0,0,3,5
75158,72,37,46,110,47
75159,373,265,365,242,286
75160,761,147,405,728,347
75161,144,38,70,73,115
75163,44,13,137,49,12
75164,7,0,11,12,2
75165,1604,576,1059,1052,1305
75166,257,100,149,120,143
75167,464,152,503,241,388
75169,288,62,345,198,270
75172,123,0,84,0,45
75173,158,54,137,79,55
75180,519,60,314,58,127
75181,1123,476,1264,739,728
75182,511,434,396,215,318
75189,1073,266,525,703,593
75201,2203,369,1936,276,1552
75202,250,100,469,83,176
75203,374,34,339,63,296
75204,4054,999,4241,337,2696
75205,3333,431,3143,726,3117
75206,5516,844,4142,832,4527
75207,408,69,330,10,289
75208,1264,446,982,343,1448
75209,1787,307,2036,350,1823
75210,18,21,30,4,18
75211,659,319,707,395,808
75212,291,0,274,67,162
75214,4560,1050,4424,1261,4097
75215,333,142,316,234,422
75216,497,132,317,450,334
75217,464,84,569,488,313
75218,2322,865,1699,1048,2390
75219,3157,665,2910,470,2178
75220,1201,359,1157,432,1047
75223,370,137,374,173,355
75224,550,167,519,250,595
75225,3684,605,3784,920,2956
75226,222,101,137,50,292
75227,904,225,769,660,491
75228,2065,536,1500,845,2006
75229,2899,703,2767,919,2341
75230,3614,823,3154,1292,3231
75231,1551,539,1717,605,1943
75232,697,319,480,856,444
75233,277,251,231,380,343
75234,1327,248,1828,667,1127
75235,1558,249,431,109,673
75236,368,141,423,248,226
75237,175,155,226,192,368
75238,2133,726,2277,1052,2463
75240,1380,335,1236,337,875
75241,338,210,525,390,479
75243,3637,796,2548,861,2008
75244,2054,281,1625,426,1356
75246,104,15,77,12,188
75247,62,0,0,9,7
75248,4840,838,4141,1520,3130
75249,523,242,496,203,526
75251,631,95,217,186,325
75252,3937,555,2778,807,1944
75253,104,137,233,52,160
75254,2417,539,1893,461,1595
75287,5395,1022,5009,1053,3511
75401,296,100,224,260,314
75402,1327,212,751,666,516
75407,419,183,515,179,477
75409,455,126,442,210,680
75410,190,56,61,196,12
75411,38,0,0,13,23
75412,14,14,7,0,0
75413,0,0,2,0,0
75414,78,79,121,143,73
75415,0,0,9,0,0
75416,64,11,27,126,38
75417,82,34,43,99,25
75418,440,100,276,553,358
75420,17,17,48,40,12
75421,67,3,0,0,8
75422,58,55,21,51,113
75423,100,12,93,71,60
75424,152,34,97,33,96
75426,165,49,36,51,89
75428,342,47,225,297,407
75431,40,41,24,35,15
75432,144,17,71,151,86
75433,147,16,58,128,70
75435,2,0,11,73,89
75436,35,4,36,35,56
75437,40,0,12,43,38
75438,28,35,6,31,19
75439,20,0,14,16,21
75440,228,12,140,267,97
75441,0,38,0,0,0
75442,484,79,91,158,153
75446,85,36,96,124,67
75447,41,5,12,10,0
75448,9,0,19,15,0
75449,76,31,19,39,11
75450,4,0,0,17,0
75451,16,6,31,39,5
75452,99,24,131,56,65
75453,94,14,42,66,49
75454,331,102,325,291,177
75455,519,246,613,686,523
75457,162,71,165,135,204
75459,251,47,106,211,90
75460,453,198,360,439,303
75462,527,260,436,722,302
75468,0,0,0,14,0
75469,2,8,2,6,0
75470,0,0,0,39,16
75471,16,7,12,21,9
75472,64,13,58,51,33
75473,108,30,70,94,107
75474,282,74,291,103,202
75476,26,50,30,67,15
75477,30,12,3,34,15
75478,21,0,13,21,16
75479,56,30,23,28,14
75480,188,1,80,37,100
75481,8,7,11,0,8
75482,920,225,360,644,396
75486,52,18,42,34,33
75487,9,7,21,147,22
75488,5,0,5,22,5
75489,28,0,22,18,0
75490,56,22,13,50,20
75491,210,51,151,166,158
75492,7,4,39,5,4
75493,4,0,3,6,0
75494,276,36,259,332,196
75495,362,69,245,196,156
75496,118,28,75,94,94
75497,147,13,91,125,58
75501,756,247,818,620,662
75503,1779,648,1245,1090,1389
75550,42,11,0,89,48
75551,211,132,277,274,240
75554,44,30,33,71,39
75555,31,8,27,24,40
75556,30,10,18,7,13
75558,0,27,0,14,44
75559,163,58,64,155,150
75560,14,8,5,29,18
75561,188,28,131,77,27
75563,118,97,29,166,26
75565,11,9,0,0,0
75566,0,5,0,38,2
75567,59,22,68,116,35
75568,17,0,102,88,18
75569,16,16,38,70,33
75570,243,119,87,266,113
75571,127,15,60,78,64
75572,32,18,66,86,50
75574,39,7,21,26,21
75601,571,262,377,308,577
75602,456,109,282,255,226
75603,200,149,221,129,93
75604,1064,419,1076,695,801
75605,1655,693,1290,1135,990
75630,109,8,48,89,66
75631,15,22,19,30,39
75633,390,158,92,276,294
75638,147,88,113,151,96
75639,0,63,73,43,34
75640,104,27,71,32,255
75641,0,4,15,0,0
75643,78,17,23,31,30
75644,250,52,227,259,295
75645,352,137,279,197,136
75647,230,93,208,167,335
75650,298,81,198,305,286
75651,49,0,18,85,38
75652,423,116,340,446,211
75654,327,83,222,286,173
75656,55,59,54,86,44
75657,162,121,129,205,286
75661,70,18,9,39,85
75662,536,347,634,643,571
75667,20,20,20,15,12
75668,24,34,5,26,21
75669,8,0,0,24,12
75670,234,211,486,395,311
75672,731,251,682,618,480
75681,54,36,36,58,39
75682,13,0,0,6,5
75683,35,32,37,93,81
75684,149,90,101,304,144
75686,393,154,173,376,144
75691,61,26,18,96,42
75692,97,28,178,79,49
75693,335,56,142,213,116
75701,1807,625,1428,1196,1218
75702,238,103,354,283,265
75703,3002,1187,2562,1869,1632
75704,113,25,110,238,126
75705,74,54,30,11,31
75706,74,101,82,134,105
75707,808,303,763,616,279
75708,83,42,0,237,98
75709,230,96,259,127,164
75750,89,68,63,67,89
75751,383,215,396,388,299
75752,173,114,90,165,195
75754,156,10,136,125,102
75755,151,44,152,71,186
75756,111,68,30,26,64
75757,640,110,530,322,337
75758,377,112,413,375,217
75759,2,0,0,0,0
75760,18,24,39,127,71
75762,739,409,925,782,692
75763,154,87,165,133,119
75764,9,5,0,4,0
75765,420,68,298,240,269
75766,495,365,469,543,519
75770,75,54,49,118,46
75771,830,339,789,599,678
75773,422,90,213,287,296
75778,91,34,94,65,77
75779,0,2,0,4,8
75780,0,0,0,11,10
75783,277,174,153,199,219
75784,21,3,16,4,30
75785,354,175,226,219,118
75789,193,124,232,231,323
75790,91,96,106,123,135
75791,534,201,480,269,485
75792,22,43,38,54,15
75801,599,108,337,443,345
75803,465,168,199,322,448
75831,119,12,132,212,102
75833,192,3,100,48,48
75835,359,58,173,393,183
75838,21,0,9,0,0
75839,104,85,55,106,75
75840,126,71,96,194,175
75844,249,49,148,180,169
75845,104,0,33,89,19
75846,10,19,72,61,0
75847,38,45,41,71,18
75848,0,0,2,0,0
75849,1,0,0,0,0
75850,23,5,15,58,19
75851,65,38,68,54,70
75852,36,15,47,18,58
75853,15,16,7,11,16
75855,66,9,55,127,20
75856,33,0,0,0,0
75858,15,0,0,0,0
75859,44,38,71,57,29
75860,76,39,176,93,108
75861,72,20,40,27,27
75862,198,45,184,218,106
75901,888,182,701,685,541
75904,1169,408,911,806,893
75925,61,20,26,142,80
75926,54,3,46,13,23
75928,9,0,0,0,0
75929,50,13,65,19,47
75930,35,0,16,45,7
75931,99,44,172,72,20
75932,15,8,37,58,8
75933,0,0,8,10,0
75935,280,98,162,277,257
75936,42,5,6,78,16
75937,13,9,12,10,6
75938,16,40,17,79,23
75939,86,8,27,78,3
75941,156,21,164,132,123
75943,53,24,43,53,41
75944,37,48,49,29,9
75946,63,22,36,187,62
75948,171,25,116,137,36
75949,150,44,28,111,170
75951,371,68,271,263,210
75954,38,57,47,129,43
75956,89,9,65,119,50
75959,19,31,39,79,46
75960,25,36,12,45,0
75961,549,148,257,553,372
75964,701,236,211,346,447
75965,1375,283,803,856,1090
75966,96,14,15,72,42
75968,29,0,46,35,10
75969,42,23,18,47,106
75972,68,57,66,207,46
75973,16,17,54,132,70
75974,41,3,30,60,54
75975,91,94,119,118,55
75976,23,5,4,50,48
75977,44,0,32,0,0
75978,0,6,0,0,0
75979,286,120,126,216,194
75980,28,7,27,28,18
76001,2134,468,1888,769,1191
76002,2150,791,1672,483,1047
76006,1924,568,1600,393,1336
76008,1500,295,1340,576,796
76009,399,29,182,223,265
76010,1112,222,466,197,777
76011,1022,226,702,296,770
76012,2302,729,1532,981,1544
76013,2787,587,1676,970,1816
76014,1058,250,764,280,657
76015,735,310,619,290,668
76016,2950,988,2285,1297,1871
76017,3366,669,2545,1532,2064
76018,1331,404,846,523,744
76020,1114,394,823,626,448
76021,3040,776,2978,1235,2016
76022,622,130,745,315,369
76023,208,14,151,97,177
76028,3025,794,2368,1883,2003
76031,315,100,278,225,203
76033,757,282,707,716,584
76034,3462,1055,3309,1324,1410
76035,189,58,42,20,49
76036,878,292,911,614,780
76039,2612,937,2233,771,1620
76040,1878,454,1401,443,852
76041,10,0,0,0,0
76043,357,112,195,287,301
76044,94,31,65,109,97
76048,660,280,644,395,875
76049,1587,496,1257,1039,1179
76050,221,93,178,119,212
76051,4419,989,4666,1858,3034
76052,1638,228,758,656,578
76053,1345,324,856,590,750
76054,993,234,935,706,691
76055,50,59,43,46,49
76058,363,130,253,249,222
76059,94,116,37,100,115
76060,478,98,197,293,152
76063,4711,1604,4344,2599,2761
76064,56,4,40,36,54
76065,1248,495,1682,984,1263
76066,92,10,61,138,197
76067,440,327,418,398,317
76070,102,0,47,35,7
76071,119,6,48,52,52
76073,139,46,71,237,107
76077,82,0,0,0,5
76078,252,140,211,134,139
76082,446,103,317,545,231
76084,153,20,97,122,103
76085,246,147,266,243,221
76086,713,115,524,690,714
76087,1902,437,1268,941,1055
76088,612,167,326,400,390
76092,4395,887,4144,801,1752
76093,9,21,34,11,13
76102,929,122,609,153,366
76103,383,65,234,239,444
76104,289,92,257,77,364
76105,153,18,88,55,149
76106,238,87,125,65,125
76107,3063,547,1852,703,2816
76108,1980,574,1423,1028,1421
76109,2838,726,2081,903,2183
76110,1303,442,938,482,1452
76111,316,119,257,127,213
76112,1286,460,1020,879,1181
76114,635,209,385,260,449
76115,212,30,123,109,530
76116,2876,647,2332,1362,1994
76117,310,59,709,180,378
76118,860,107,544,220,592
76119,640,197,460,446,526
76120,614,246,430,249,659
76123,2007,461,1599,1167,1330
76126,1652,642,1586,666,869
76127,17,52,43,5,32
76129,11,0,42,6,54
76131,1178,699,1815,448,1266
76132,2782,706,1448,1215,2062
76133,2439,931,1394,1455,2102
76134,616,151,573,350,636
76135,816,141,643,563,420
76137,3594,801,2819,1217,2371
76140,533,336,645,426,542
76148,570,269,717,423,583
76155,473,69,504,58,183
76164,134,6,111,79,87
76177,630,142,262,177,504
76179,2744,851,2167,1217,1891
76180,1613,426,1421,909,1508
76182,2164,552,1937,1155,1496
76201,1657,221,627,368,1785
76205,1264,381,811,567,1166
76207,1061,224,677,597,766
76208,1472,547,1165,764,935
76209,1179,518,603,936,1624
76210,3454,712,2589,1226,2105
76225,53,27,91,124,54
76226,1897,718,2352,796,1362
76227,1411,384,1427,691,1277
76228,40,8,38,22,35
76230,273,130,200,314,82
76233,122,84,67,184,54
76234,474,230,496,596,484
76238,22,7,0,17,9
76239,95,17,18,49,65
76240,932,203,832,951,660
76244,5897,1423,4556,1881,3059
76245,84,19,48,53,62
76247,527,205,526,328,346
76248,4089,850,4178,1455,2250
76249,277,40,287,212,353
76250,35,30,52,45,13
76251,23,11,43,16,11
76252,126,79,74,177,124
76253,0,0,3,0,0
76255,123,114,80,129,62
76258,83,20,400,175,220
76259,139,45,101,114,102
76261,4,5,2,22,18
76262,3254,805,3026,1135,2124
76263,0,0,9,0,0
76264,43,0,9,11,27
76265,80,12,33,75,102
76266,569,95,401,332,553
76268,2,0,0,0,0
76270,20,36,63,60,27
76271,51,18,27,14,30
76272,127,13,98,99,84
76273,299,105,159,317,188
76301,337,74,281,172,388
76302,490,249,425,436,462
76305,163,51,150,174,52
76306,307,233,387,174,527
76308,1246,419,994,825,688
76309,705,220,453,418,311
76310,940,427,905,516,609
76311,142,24,31,55,49
76351,42,5,14,52,47
76354,291,149,186,454,291
76357,22,0,20,13,18
76360,64,71,42,50,95
76363,4,0,2,8,2
76364,12,0,6,15,13
76365,184,54,132,145,137
76366,90,3,67,101,52
76367,285,58,191,243,197
76370,0,0,14,0,0
76371,49,3,8,43,13
76372,39,3,30,24,29
76373,0,0,8,0,0
76374,162,42,48,69,52
76377,3,2,2,21,6
76379,16,8,13,11,23
76380,241,26,103,163,98
76384,362,123,176,515,285
76388,10,3,7,5,17
76389,32,37,42,20,27
76401,1332,262,880,836,849
76424,246,76,156,374,71
76426,283,78,223,256,258
76427,21,15,5,3,9
76429,15,26,8,0,8
76430,159,39,109,121,55
76431,22,0,2,120,8
76432,23,0,19,37,29
76433,84,32,95,71,67
76435,29,0,11,8,12
76436,18,0,0,0,30
76437,142,36,81,171,98
76442,220,61,150,217,275
76443,34,18,47,32,45
76444,87,46,112,58,76
76445,17,4,3,32,25
76446,369,90,114,245,212
76448,139,64,104,178,104
76449,88,35,59,56,21
76450,666,73,340,376,242
76453,48,0,49,69,54
76454,78,8,14,24,21
76455,32,2,17,23,10
76457,193,14,91,195,90
76458,86,48,65,100,119
76459,0,0,0,0,4
76460,20,0,0,0,71
76462,125,60,169,78,48
76463,15,6,3,5,12
76464,23,0,14,15,0
76466,89,0,0,0,16
76469,5,0,0,1,0
76470,58,12,51,43,16
76471,72,24,26,41,29
76472,134,27,63,78,12
76474,15,15,5,10,2
76475,37,9,42,43,22
76476,133,37,91,98,73
76481,0,0,18,0,0
76483,57,12,5,49,26
76484,42,0,6,26,31
76486,45,0,18,4,52
76487,82,34,27,87,41
76491,16,2,9,27,4
76501,413,212,222,406,440
76502,2783,1019,1615,1462,1331
76504,976,203,385,500,661
76511,50,5,62,24,38
76513,2034,721,1137,952,1116
76518,87,7,27,2,6
76519,19,0,10,27,0
76520,153,60,148,286,172
76522,1366,422,1001,787,1174
76524,138,64,30,30,44
76525,52,7,38,18,23
76527,144,17,48,81,106
76528,571,76,389,430,298
76530,95,0,89,97,58
76531,265,87,56,172,130
76534,25,19,35,57,45
76537,77,28,48,32,64
76538,22,4,16,25,9
76539,290,94,171,181,165
76541,327,185,274,172,231
76542,1933,472,1136,816,1817
76543,605,184,487,378,457
76544,652,70,273,118,541
76548,1723,507,664,838,1150
76549,1968,308,921,659,1146
76550,577,81,329,507,359
76554,52,11,45,43,26
76556,37,8,25,32,31
76557,112,26,82,128,75
76559,150,34,29,176,139
76561,14,14,9,44,14
76566,26,0,4,0,3
76567,196,54,204,375,227
76569,63,17,24,37,2
76570,79,8,34,201,35
76571,461,138,332,314,380
76574,459,155,518,365,445
76577,107,21,24,98,39
76578,67,5,33,44,35
76579,140,46,30,104,140
76596,0,4,4,4,0
76597,12,0,77,0,0
76598,0,0,3,0,0
76599,1,11,16,0,2
76621,49,23,36,63,18
76622,33,6,14,18,19
76623,5,0,0,0,0
76624,45,9,31,42,38
76626,57,69,10,93,53
76627,41,0,27,23,8
76629,41,11,28,28,52
76630,20,105,14,0,43
76631,14,5,8,35,4
76632,32,9,0,11,18
76633,282,89,268,342,134
76634,269,132,121,196,156
76635,17,2,2,36,0
76636,29,13,30,24,20
76637,31,0,34,53,18
76638,262,59,247,164,105
76639,44,17,32,78,10
76640,29,8,58,113,45
76641,24,11,17,45,14
76642,175,42,180,184,121
76643,1003,126,699,754,558
76645,216,75,190,263,168
76648,75,36,39,80,46
76649,24,3,18,24,22
76650,4,0,0,17,2
76651,84,25,64,89,49
76652,11,11,8,16,0
76653,40,0,18,26,10
76654,4,0,0,1,0
76655,389,184,468,313,234
76656,18,18,82,80,14
76657,394,98,402,466,260
76660,5,7,9,6,4
76661,74,29,63,147,235
76664,100,16,33,125,81
76665,56,9,40,23,57
76666,18,0,0,0,0
76667,255,190,122,217,276
76670,46,7,25,33,26
76671,61,28,36,21,18
76673,14,4,21,32,29
76676,8,0,6,8,3
76678,0,0,14,4,0
76679,21,13,16,57,24
76680,0,0,0,43,0
76681,9,13,2,9,6
76682,54,8,31,65,62
76686,18,3,7,21,3
76687,39,4,51,26,17
76689,288,21,30,53,109
76690,17,0,15,24,33
76691,145,91,141,157,111
76692,372,92,189,243,312
76693,35,2,22,55,28
76701,25,0,55,43,85
76704,173,15,59,92,26
76705,597,118,311,586,385
76706,916,194,521,539,846
76707,221,48,147,149,391
76708,748,174,645,535,822
76710,840,390,1194,879,1298
76711,100,11,99,54,75
76712,1973,520,1534,1466,1429
76801,882,207,496,722,442
76802,132,67,95,194,130
76820,0,0,0,14,14
76821,167,20,105,42,40
76823,81,25,71,102,25
76825,185,112,124,284,35
76827,9,9,11,20,3
76828,0,0,0,0,4
76832,36,2,3,13,25
76834,218,45,43,137,82
76837,167,0,9,61,46
76842,3,0,16,7,0
76844,194,16,78,212,79
76845,14,0,15,7,0
76848,0,0,0,17,0
76849,240,15,92,111,94
76852,21,1,3,8,5
76853,35,25,28,70,35
76854,0,0,0,6,0
76856,241,21,64,170,175
76857,50,7,19,141,56
76858,7,0,2,2,13
76859,115,0,32,84,31
76861,98,16,52,38,24
76862,5,0,0,7,0
76864,52,9,15,53,10
76865,0,0,5,0,0
76866,33,26,8,4,15
76870,8,0,4,3,5
76871,52,36,5,12,36
76872,34,1,25,55,29
76873,0,2,0,0,19
76874,0,0,0,0,15
76875,38,34,5,12,0
76877,45,0,45,139,89
76878,77,15,6,29,36
76882,3,0,0,9,3
76884,9,0,3,4,7
76887,0,0,0,18,0
76888,3,0,0,3,2
76890,35,8,9,22,10
76901,1368,357,448,566,777
76903,628,182,417,498,602
76904,1999,717,1514,1466,1602
76905,352,119,353,296,365
76908,88,0,77,0,22
76930,3,0,0,0,0
76932,65,14,47,104,41
76933,87,19,12,38,57
76934,14,3,15,31,37
76935,119,37,43,35,63
76936,145,16,74,105,46
76937,0,0,10,0,0
76939,0,0,0,0,6
76940,11,0,1,0,0
76941,40,13,20,24,30
76943,64,12,50,97,47
76945,21,18,40,59,27
76949,3,0,0,0,0
76950,74,5,147,182,54
76951,98,4,43,58,36
76953,0,0,4,0,0
76958,35,0,3,14,3
77002,1119,143,593,127,535
77003,833,194,532,73,495
77004,3875,911,1581,958,1797
77005,6252,825,2727,977,3232
77006,4858,621,2191,486,3136
77007,6508,1013,5555,797,3397
77008,5849,750,3373,939,2977
77009,2577,407,1372,488,1565
77010,258,9,228,30,35
77011,56,8,166,60,84
77012,169,96,252,60,203
77013,173,130,145,72,77
77014,842,321,858,274,717
77015,935,276,996,839,513
77016,494,147,315,504,304
77017,495,145,262,244,299
77018,2520,519,2042,725,1647
77019,4599,522,2655,539,2530
77020,434,131,198,128,275
77021,1530,314,840,564,722
77022,288,108,212,125,228
77023,738,206,386,169,580
77024,7356,1184,5014,1421,3943
77025,6115,1574,1893,738,2762
77026,211,32,387,190,144
77027,3926,362,2100,631,1949
77028,217,128,149,106,42
77029,220,78,228,97,83
77030,3122,789,980,278,941
77031,743,350,366,192,444
77032,44,82,107,38,30
77033,291,155,169,288,288
77034,838,319,637,439,455
77035,2239,584,1390,506,1260
77036,2545,472,1730,647,1238
77037,115,6,62,102,130
77038,437,214,435,273,159
77039,171,87,119,141,80
77040,2395,559,2405,857,1075
77041,3704,725,1642,754,1064
77042,5228,955,2889,666,1919
77043,1721,403,1157,538,1087
77044,2241,453,1265,618,973
77045,743,335,508,567,453
77046,295,22,138,39,129
77047,1205,513,1066,522,766
77048,351,164,242,223,318
77049,841,354,547,557,510
77050,46,57,46,145,9
77051,273,75,105,155,229
77053,481,257,552,200,277
77054,5060,1072,1181,362,1204
77055,3211,484,2092,724,1519
77056,4399,709,2743,656,2094
77057,5241,1155,4689,1002,3228
77058,2592,428,600,436,691
77059,4755,685,1247,725,1410
77060,329,32,227,146,267
77061,508,191,374,148,260
77062,4359,680,1489,936,1179
77063,5297,699,2805,555,2235
77064,3204,696,2396,1297,1770
77065,2263,688,1697,848,1030
77066,1358,334,1020,640,852
77067,539,213,528,274,326
77068,1048,356,717,241,305
77069,2060,383,1820,909,961
77070,4305,1272,2983,1048,2047
77071,1850,772,1166,847,871
77072,1512,606,1290,439,693
77073,1466,340,629,493,589
77074,1027,584,986,517,1174
77075,1075,154,649,806,395
77076,188,97,56,32,97
77077,9572,1514,4804,1212,3212
77078,193,71,153,68,104
77079,5334,872,3717,1557,2402
77080,1360,347,1198,602,698
77081,1976,448,934,401,776
77082,5406,929,3160,860,2222
77083,3646,1339,3163,1361,1703
77084,5839,1579,4320,1858,3097
77085,533,184,425,325,170
77086,527,103,498,178,269
77087,729,148,347,243,331
77088,1181,277,1144,907,756
77089,1983,894,1738,1160,1545
77090,1803,362,1176,594,1259
77091,665,158,471,391,396
77092,1187,295,691,348,874
77093,293,112,312,243,115
77094,1897,271,1082,350,639
77095,6469,1694,4934,2028,3218
77096,5139,1013,2430,1406,2526
77098,3319,424,1989,429,2132
77099,1642,512,1547,633,714
77301,484,118,585,353,467
77302,494,157,574,421,423
77303,266,94,150,384,270
77304,1855,453,984,985,1100
77306,31,49,151,68,77
77316,1089,184,472,626,497
77318,711,627,582,465,458
77320,1112,232,970,611,1010
77326,0,0,16,0,0
77327,285,150,389,245,260
77328,233,57,221,116,40
77331,223,83,222,178,159
77335,46,0,20,7,42
77336,505,132,330,266,251
77338,1182,390,1051,485,1344
77339,3784,973,2466,1782,2154
77340,1273,239,591,706,1014
77345,4868,922,2840,1274,1711
77346,3462,1199,3455,2032,2470
77351,814,169,612,903,629
77354,2149,568,1522,955,1401
77355,1402,316,968,701,523
77356,2580,747,1696,1369,996
77357,203,163,187,221,208
77358,230,4,225,188,99
77359,0,0,82,0,111
77360,73,56,30,91,52
77362,82,29,61,65,32
77363,100,0,53,52,82
77364,66,3,50,23,23
77365,874,417,599,345,747
77367,0,8,0,0,0
77368,8,0,15,0,0
77369,0,12,14,0,22
77371,56,0,34,41,76
77372,173,50,47,60,32
77373,2590,516,1497,1203,1645
77374,0,0,0,64,0
77375,2236,543,1949,838,1525
77376,0,0,0,0,2
77377,3099,442,2244,1108,1164
77378,376,98,300,203,321
77379,8880,1704,5933,2915,3135
77380,3293,438,1770,732,1275
77381,5675,1023,3746,2126,2427
77382,5471,1776,3564,1338,3010
77384,1402,632,946,473,772
77385,1267,273,1118,707,1057
77386,3611,1009,2545,1158,2189
77388,3214,794,2668,1571,1665
77389,2625,472,2035,930,1481
77396,2249,779,2007,805,1124
77401,4369,890,2005,435,1472
77406,3799,890,2316,1393,1506
77407,3111,849,3131,1015,1485
77412,16,0,0,0,0
77414,677,147,662,703,384
77417,28,0,23,80,36
77418,363,53,309,509,307
77419,16,0,21,0,0
77420,34,0,8,62,42
77422,408,100,151,143,137
77423,204,14,116,240,171
77426,111,35,91,45,82
77429,7967,1603,5087,2915,3938
77430,102,3,23,68,20
77432,14,0,0,16,0
77433,6395,1325,3540,2088,2444
77434,35,21,84,90,15
77435,93,96,126,101,50
77437,256,139,274,483,325
77441,843,79,595,319,325
77442,38,7,12,75,25
77443,0,0,0,0,17
77444,26,4,4,12,0
77445,262,94,421,174,275
77446,79,21,47,96,42
77447,482,121,192,112,180
77448,43,0,0,0,0
77449,4266,1086,3447,1689,2525
77450,10844,1566,5608,2372,4024
77454,22,0,0,16,0
77455,93,0,47,55,15
77456,23,0,0,50,0
77457,26,16,19,19,6
77458,0,0,12,0,0
77459,8177,2861,4996,2124,2982
77461,348,123,201,212,81
77464,2,6,0,5,0
77465,262,105,83,255,31
77466,16,4,4,43,5
77467,0,0,0,5,0
77469,1871,763,1747,903,1293
77470,0,0,28,0,0
77471,958,259,566,492,485
77473,4,0,0,0,0
77474,464,87,444,226,149
77476,18,8,3,0,2
77477,2857,1181,1900,801,964
77478,3177,930,1985,906,1468
77479,14959,3176,7828,2327,3626
77480,227,6,222,157,103
77482,5,21,17,37,52
77483,0,0,26,0,0
77484,299,86,371,414,166
77485,134,46,53,102,76
77486,294,110,96,198,242
77488,331,187,221,273,230
77489,1642,999,1214,1099,1167
77493,1565,447,1102,477,768
77494,14827,2250,6908,3002,3702
77498,4687,1308,2633,719,1495
77502,466,121,295,316,313
77503,321,96,278,195,204
77504,870,138,553,304,326
77505,1350,586,675,975,396
77506,195,93,313,52,170
77510,422,159,217,315,194
77511,1628,388,878,916,1061
77514,163,62,67,110,66
77515,738,288,586,545,410
77517,70,46,54,109,76
77518,279,91,84,270,132
77519,0,0,33,13,32
77520,669,231,438,465,420
77521,1518,494,953,1400,1070
77523,851,275,403,671,279
77530,372,97,346,247,242
77531,505,69,234,235,272
77532,1378,134,689,618,468
77533,14,5,0,17,7
77534,166,18,26,135,30
77535,374,90,303,394,162
77536,1288,247,914,805,819
77538,39,12,8,15,6
77539,2477,801,848,903,1140
77541,285,185,185,257,112
77545,1015,607,1023,372,843
77546,5977,1328,3623,1796,2306
77547,37,62,72,79,77
77550,1952,333,603,352,859
77551,1151,270,531,325,766
77554,1131,290,493,172,391
77560,7,0,0,48,10
77561,0,7,8,0,0
77562,61,66,128,112,167
77563,348,150,270,185,140
77564,30,11,0,12,9
77565,611,99,543,149,209
77566,2864,412,861,822,851
77568,324,330,243,357,198
77571,1311,231,754,783,539
77573,8774,2208,3955,1963,3532
77575,364,191,175,362,410
77577,63,1,68,9,23
77578,1602,849,871,378,625
77580,37,0,34,5,18
77581,3357,890,2646,1034,1218
77583,1514,398,684,433,686
77584,10470,4325,5341,2261,3341
77585,18,0,0,0,27
77586,3254,586,1298,803,1033
77587,191,56,158,139,97
77590,682,283,410,383,580
77591,433,155,199,376,149
77597,30,35,41,7,0
77598,1536,380,819,343,764
77611,137,40,250,174,202
77612,98,105,152,130,110
77613,0,6,13,28,15
77614,0,0,0,6,39
77615,19,0,0,5,3
77616,14,0,0,0,22
77617,4,7,8,0,7
77619,407,89,400,165,264
77622,92,5,38,40,35
77623,29,12,24,15,3
77624,20,3,16,55,36
77625,196,18,104,247,102
77627,999,200,652,487,798
77629,27,13,16,50,12
77630,596,258,484,747,486
77632,908,272,540,678,465
77640,335,140,362,271,281
77642,508,274,513,361,516
77650,123,62,86,36,0
77651,652,205,603,558,280
77655,5,7,7,7,4
77656,257,193,318,368,314
